ID DOCUMENTO,TIPO_DOCUMENTO_ID,GLOSA DOCUMENTO
1045,0,PUBLICO
1166,0,PUBLICO
1180,0,PUBLICO
1203,0,PUBLICO
1235,0,PUBLICO
1245,0,PUBLICO
1246,0,PUBLICO
1267,0,PUBLICO
1270,0,PUBLICO
1295,0,PUBLICO
1330,0,CREDITO CONTRA REEMBOLSO
1353,0,PUBLICO
1357,0,PUBLICO
1365,0,PUBLICO
1366,0,PUBLICO
1372,0,PUBLICO
1407,0,PUBLICO
1425,0,PUBLICO
1428,0,PUBLICO
1430,0,PUBLICO
1462,0,PUBLICO
1544,0,PUBLICO
1553,0,PUBLICO
1560,0,PUBLICO
1585,0,PUBLICO
1701,0,PUBLICO
1733,0,PUBLICO
1768,0,PUBLICO
1785,0,PUBLICO
1829,0,PUBLICO
2083,0,PUBLICO
2150,0,PUBLICO
2290,0,PUBLICO
2293,0,PUBLICO
2342,0,PUBLICO
2402,0,PUBLICO
2425,0,PUBLICO
2480,0,PUBLICO
2742,0,PUBLICO
3019,0,PUBLICO
3304,0,PUBLICO
3418,0,PUBLICO
3589,0,PUBLICO
3592,0,PUBLICO
3606,0,PUBLICO
3607,0,PUBLICO
3638,0,PUBLICO
3657,0,PUBLICO
3786,0,PUBLICO
4189,0,PUBLICO
4322,0,PUBLICO
4325,0,PUBLICO
4330,0,PUBLICO
5107,0,PUBLICO
5239,0,PUBLICO
5379,0,PUBLICO
5503,0,PUBLICO
5519,0,PUBLICO
5535,0,PUBLICO
5557,0,PUBLICO
5564,0,PUBLICO
5576,0,PUBLICO
5701,0,PUBLICO
5838,0,PUBLICO
5909,0,PUBLICO
5938,0,PUBLICO
5960,0,PUBLICO
5985,0,PUBLICO
6003,0,PUBLICO
6034,0,PUBLICO
6040,0,PUBLICO
6041,0,PUBLICO
6067,0,PUBLICO
6108,0,PUBLICO
6120,0,PUBLICO
6223,0,PUBLICO
6230,0,PUBLICO
6234,0,PUBLICO
6236,0,PUBLICO
6251,0,PUBLICO
6260,0,PUBLICO
6313,0,PUBLICO
6388,0,PUBLICO
6404,0,PUBLICO
6405,0,PUBLICO
6412,0,PUBLICO
6433,0,PUBLICO
6435,0,PUBLICO
6457,0,PUBLICO
6496,0,PUBLICO
6503,0,PUBLICO
6505,0,PUBLICO
6528,0,PUBLICO
6690,0,PUBLICO
6699,0,PUBLICO
6709,0,PUBLICO
6736,0,PUBLICO
6746,0,PUBLICO
6748,0,PUBLICO
6755,0,PUBLICO
6758,0,PUBLICO
6766,0,PUBLICO
6774,0,PUBLICO
6792,0,PUBLICO
6799,0,PUBLICO
6838,0,PUBLICO
6853,0,PUBLICO
6862,0,PUBLICO
6863,0,PUBLICO
6864,0,PUBLICO
6866,0,PUBLICO
6874,0,PUBLICO
6876,0,PUBLICO
6894,0,PUBLICO
6901,0,PUBLICO
6905,0,PUBLICO
6910,0,PUBLICO
6921,0,PUBLICO
6926,0,PUBLICO
6930,0,PUBLICO
6931,0,PUBLICO
6937,0,PUBLICO
6942,0,PUBLICO
6943,0,PUBLICO
6946,0,PUBLICO
6959,0,PUBLICO
6966,0,PUBLICO
6973,0,PUBLICO
6981,0,PUBLICO
7007,0,PUBLICO
7030,0,PUBLICO
7318,0,PUBLICO
7345,0,PUBLICO
7370,0,PUBLICO
7373,0,PUBLICO
7417,0,PUBLICO
7573,0,PUBLICO
7579,0,PUBLICO
7586,0,PUBLICO
7607,0,PUBLICO
7613,0,PUBLICO
7629,0,PUBLICO
7641,0,PUBLICO
7643,0,PUBLICO
7658,0,PUBLICO
7669,0,PUBLICO
7672,0,PUBLICO
7679,0,PUBLICO
7696,0,PUBLICO
7697,0,PUBLICO
7717,0,PUBLICO
7727,0,PUBLICO
7741,0,PUBLICO
7753,0,PUBLICO
7756,0,PUBLICO
7762,0,PUBLICO
7773,0,PUBLICO
7786,0,PUBLICO
7787,0,PUBLICO
7798,0,PUBLICO
7802,0,PUBLICO
7807,0,PUBLICO
7818,0,PUBLICO
7819,0,PUBLICO
7831,0,PUBLICO
7839,0,PUBLICO
7843,0,PUBLICO
7848,0,PUBLICO
7852,0,PUBLICO
7905,0,PUBLICO
7952,0,PUBLICO
8022,0,PUBLICO
8093,0,PUBLICO
8094,0,PUBLICO
8130,0,PUBLICO
8181,0,PUBLICO
8183,0,PUBLICO
8184,0,PUBLICO
8443,0,CREDITO CONTRA REEMBOLSO
8788,0,PUBLICO
9389,0,PUBLICO
9553,0,PUBLICO
9611,0,PUBLICO
10278,0,PUBLICO
10435,0,PUBLICO
10641,0,PUBLICO
10923,0,PUBLICO
11001,0,PUBLICO
11093,0,PUBLICO
11126,0,PUBLICO
11130,0,PUBLICO
11183,0,PUBLICO
11463,0,PUBLICO
11538,0,PUBLICO
11583,0,PUBLICO
11666,0,PUBLICO
11679,0,PUBLICO
12087,0,PUBLICO
12097,0,PUBLICO
12106,0,PUBLICO
12942,0,PUBLICO
13226,0,PUBLICO
13318,0,PUBLICO
13384,0,PUBLICO
13610,0,PUBLICO
13629,0,PUBLICO
13842,0,PUBLICO
13901,0,PUBLICO
13954,0,PUBLICO
13963,0,PUBLICO
13985,0,PUBLICO
13991,0,PUBLICO
13999,0,PUBLICO
14000,0,PUBLICO
14005,0,PUBLICO
14017,0,PUBLICO
14021,0,PUBLICO
14022,0,PUBLICO
14056,0,PUBLICO
14090,0,PUBLICO
14094,0,PUBLICO
14096,0,PUBLICO
14136,0,PUBLICO
14291,0,PUBLICO
14357,0,PUBLICO
14631,0,PUBLICO
14922,0,PUBLICO
14952,0,PUBLICO
14954,0,PUBLICO
14980,0,PUBLICO
14981,0,PUBLICO
14996,0,PUBLICO
14997,0,PUBLICO
14998,0,PUBLICO
15008,0,PUBLICO
15010,0,PUBLICO
15022,0,PUBLICO
15026,0,PUBLICO
15029,0,PUBLICO
15032,0,PUBLICO
15034,0,PUBLICO
15036,0,PUBLICO
15038,0,PUBLICO
15043,0,PUBLICO
15051,0,PUBLICO
15066,0,PUBLICO
15082,0,PUBLICO
15086,0,PUBLICO
15094,0,PUBLICO
15095,0,PUBLICO
15096,0,PUBLICO
15103,0,PUBLICO
15110,0,PUBLICO
15123,0,PUBLICO
15133,0,PUBLICO
15134,0,PUBLICO
15137,0,PUBLICO
15138,0,PUBLICO
15150,0,PUBLICO
15159,0,PUBLICO
15164,0,PUBLICO
15174,0,PUBLICO
15251,0,PUBLICO
15535,0,PUBLICO
15536,0,PUBLICO
15587,0,PUBLICO
15786,0,PUBLICO
15787,0,PUBLICO
16177,0,PUBLICO
16230,0,PUBLICO
16409,0,PUBLICO
16644,0,PUBLICO
16659,0,PUBLICO
16726,0,PUBLICO
17030,0,PUBLICO
17143,0,PUBLICO
17151,0,PUBLICO
17244,0,PUBLICO
17271,0,PUBLICO
17273,0,PUBLICO
17591,0,PUBLICO
17592,0,PUBLICO
17748,0,PUBLICO
17871,0,PUBLICO
17889,0,PUBLICO
17916,0,PUBLICO
17964,0,PUBLICO
18473,0,PUBLICO
18587,0,PUBLICO
18905,0,PUBLICO
18949,0,PUBLICO
19628,0,PUBLICO
19812,0,PUBLICO
19856,0,PUBLICO
20317,0,PUBLICO
20579,0,PUBLICO
20606,0,PUBLICO
20816,0,PUBLICO
21129,0,PUBLICO
21609,0,PUBLICO
21618,0,PUBLICO
21673,0,PUBLICO
0,0,STATION WAGON  STATION WAGON AUTOMOVIL
101,0,VOLUNTARIOS PRIMERA PARTE
101,0,VOLUNTARIOS SEGUNDAA PARTE
101,0,VOLUNTARIOS TERCERA PARTE
101,0,VOLUNTARIOS CUARTA PARTE
104,0,PROPAGANDA ESPACIO PRIVADO
101,0,VOLUNTARIOS QUINTA PARTE
101,0,VOLUNTARIOS SEXTA PARTE
101,0,VOLUNTARIOS SEPTIMA PARTE
19356970,0,INTERESES POR MANDATO N19356970
19546626,0,INTERESES POR MANDATO N1954626
3037,0,PUBLICO
9726,0,PUBLICO
9804,0,PUBLICO
10594,0,PUBLICO
10655,0,PUBLICO
18903,0,PUBLICO
21171,0,PUBLICO
101,0,TRABAJO VOLUNTARIO BRIGADISTA
107,0,REEMBOLSO SOLICITADO
2165,0,PUBLICO
2029,0,PUBLICO
1943,0,PUBLICO
1338,0,PUBLICO
1269,0,PUBLICO
1213,0,PUBLICO
1132,0,CREDITO CONTRA REEMBOLSO
959,0,PUBLICO
2434,0,PUBLICO
1921,0,PUBLICO
3467,0,PUBLICO
3649,0,PUBLICO
3783,0,PUBLICO
4064,0,PUBLICO
4144,0,PUBLICO
4192,0,PUBLICO
4197,0,PUBLICO
4208,0,PUBLICO
4301,0,PUBLICO
4308,0,PUBLICO
4543,0,PUBLICO
4652,0,PUBLICO
4662,0,PUBLICO
4668,0,PUBLICO
4749,0,PUBLICO
4752,0,PUBLICO
5024,0,PUBLICO
1447,0,PUBLICO
1536,0,PUBLICO
1551,0,PUBLICO
1586,0,PUBLICO
1602,0,PUBLICO
1603,0,PUBLICO
1873,0,PUBLICO
1881,0,PUBLICO
1960,0,PUBLICO
1971,0,PUBLICO
1986,0,PUBLICO
1989,0,PUBLICO
2057,0,PUBLICO
2152,0,PUBLICO
2193,0,PUBLICO
2212,0,PUBLICO
2220,0,PUBLICO
2243,0,PUBLICO
2257,0,PUBLICO
2259,0,PUBLICO
2322,0,PUBLICO
2331,0,PUBLICO
2365,0,PUBLICO
2416,0,PUBLICO
2441,0,PUBLICO
2630,0,PUBLICO
2754,0,PUBLICO
2821,0,PUBLICO
2823,0,PUBLICO
2830,0,PUBLICO
2935,0,PUBLICO
3076,0,PUBLICO
3089,0,PUBLICO
3268,0,PUBLICO
5189,0,PUBLICO
5314,0,PUBLICO
5315,0,PUBLICO
5322,0,PUBLICO
5323,0,PUBLICO
5327,0,PUBLICO
5362,0,PUBLICO
5994,0,PUBLICO
6015,0,PUBLICO
6138,0,PUBLICO
6177,0,PUBLICO
6179,0,PUBLICO
6180,0,PUBLICO
6190,0,PUBLICO
6193,0,PUBLICO
6196,0,PUBLICO
6213,0,PUBLICO
6218,0,PUBLICO
6239,0,PUBLICO
6292,0,PUBLICO
6295,0,PUBLICO
6300,0,PUBLICO
6324,0,PUBLICO
6335,0,PUBLICO
6373,0,PUBLICO
6479,0,PUBLICO
6685,0,PUBLICO
6686,0,PUBLICO
6730,0,PUBLICO
6878,0,PUBLICO
7044,0,PUBLICO
7376,0,PUBLICO
7465,0,PUBLICO
7478,0,PUBLICO
7481,0,PUBLICO
7822,0,PUBLICO
7911,0,PUBLICO
7933,0,PUBLICO
8024,0,PUBLICO
8124,0,PUBLICO
8516,0,PUBLICO
8605,0,PUBLICO
9092,0,PUBLICO
9131,0,PUBLICO
9192,0,PUBLICO
9234,0,PUBLICO
9593,0,PUBLICO
9678,0,PUBLICO
9712,0,PUBLICO
10275,0,PUBLICO
10350,0,PUBLICO
10354,0,PUBLICO
10782,0,PUBLICO
10787,0,PUBLICO
11498,0,PUBLICO
11563,0,PUBLICO
11629,0,PUBLICO
11662,0,PUBLICO
11770,0,PUBLICO
11776,0,PUBLICO
11861,0,CREDITO CONTRA REEMBOLSO
12011,0,PUBLICO
12022,0,PUBLICO
12038,0,PUBLICO
12048,0,PUBLICO
12052,0,PUBLICO
12103,0,PUBLICO
12139,0,PUBLICO
12183,0,PUBLICO
12225,0,PUBLICO
12286,0,PUBLICO
12864,0,PUBLICO
12931,0,PUBLICO
13196,0,PUBLICO
13217,0,PUBLICO
13907,0,PUBLICO
14188,0,PUBLICO
14192,0,PUBLICO
14305,0,PUBLICO
15020,0,PUBLICO
15168,0,PUBLICO
15171,0,PUBLICO
15194,0,PUBLICO
15218,0,PUBLICO
15220,0,PUBLICO
15224,0,PUBLICO
15236,0,PUBLICO
15305,0,PUBLICO
15325,0,PUBLICO
15328,0,PUBLICO
15332,0,PUBLICO
15333,0,PUBLICO
15335,0,PUBLICO
15336,0,PUBLICO
15505,0,PUBLICO
15635,0,PUBLICO
15964,0,PUBLICO
16035,0,PUBLICO
16209,0,PUBLICO
16272,0,PUBLICO
16299,0,PUBLICO
16334,0,PUBLICO
16492,0,PUBLICO
16581,0,PUBLICO
16611,0,PUBLICO
16789,0,PUBLICO
17061,0,PUBLICO
17392,0,CREDITO CONTRA REEMBOLSO
17632,0,PUBLICO
17650,0,PUBLICO
18335,0,PUBLICO
18412,0,PUBLICO
18582,0,PUBLICO
18594,0,PUBLICO
18824,0,PUBLICO
19390,0,PUBLICO
19426,0,PUBLICO
19430,0,PUBLICO
19432,0,PUBLICO
19434,0,PUBLICO
19437,0,PUBLICO
19966,0,PUBLICO
20554,0,PUBLICO
20861,0,PUBLICO
21283,0,CREDITO CONTRA REEMBOLSO
21299,0,PUBLICO
21364,0,PUBLICO
21377,0,PUBLICO
21387,0,PUBLICO
21465,0,PUBLICO
21559,0,PUBLICO
21933,0,PUBLICO
21978,0,PUBLICO
21980,0,PUBLICO
21981,0,PUBLICO
21984,0,PUBLICO
21985,0,PUBLICO
21987,0,PUBLICO
21988,0,PUBLICO
22434,0,PUBLICO
22735,0,PUBLICO
22739,0,PUBLICO
22757,0,PUBLICO
22765,0,PUBLICO
22767,0,PUBLICO
22771,0,PUBLICO
22772,0,PUBLICO
22775,0,PUBLICO
22783,0,PUBLICO
22803,0,PUBLICO
0,1,APORTE PROPAGANDA EN ESPACIOS PRIVADOS
0,15,APORTE PROPAGANDA EN ESPACIOS PRIVADOS
0,1,AVALUACION DE APORTE DE BIENES DEL CANDIDATO
0,15,AVALUACION DE APORTE DE BIENES DEL CANDIDATO
899,0,PUBLICO
903,0,PUBLICO
920,0,PUBLICO
924,0,PUBLICO
927,0,PUBLICO
929,0,PUBLICO
936,0,PUBLICO
955,0,PUBLICO
974,0,PUBLICO
981,0,PUBLICO
989,0,PUBLICO
991,0,PUBLICO
992,0,PUBLICO
994,0,PUBLICO
999,0,PUBLICO
1000,0,PUBLICO
1003,0,PUBLICO
1004,0,PUBLICO
1007,0,PUBLICO
1014,0,PUBLICO
1016,0,PUBLICO
1017,0,PUBLICO
1019,0,PUBLICO
1020,0,PUBLICO
1021,0,PUBLICO
1023,0,PUBLICO
1032,0,PUBLICO
1036,0,PUBLICO
1042,0,PUBLICO
1043,0,PUBLICO
1046,0,PUBLICO
1047,0,PUBLICO
1048,0,PUBLICO
1049,0,PUBLICO
1051,0,PUBLICO
1053,0,PUBLICO
1061,0,PUBLICO
1067,0,PUBLICO
1068,0,PUBLICO
1076,0,PUBLICO
1078,0,PUBLICO
1088,0,PUBLICO
1089,0,PUBLICO
1093,0,PUBLICO
1094,0,PUBLICO
1101,0,PUBLICO
1107,0,PUBLICO
1111,0,PUBLICO
1112,0,PUBLICO
1114,0,PUBLICO
1116,0,PUBLICO
1117,0,PUBLICO
1122,0,PUBLICO
1123,0,PUBLICO
1125,0,PUBLICO
1128,0,PUBLICO
1131,0,PUBLICO
1135,0,PUBLICO
1136,0,PUBLICO
1139,0,PUBLICO
1141,0,PUBLICO
1143,0,PUBLICO
1145,0,PUBLICO
1149,0,PUBLICO
1155,0,PUBLICO
1156,0,PUBLICO
1159,0,PUBLICO
1160,0,PUBLICO
1161,0,PUBLICO
1163,0,PUBLICO
1167,0,PUBLICO
1171,0,PUBLICO
1181,0,PUBLICO
1184,0,PUBLICO
1196,0,PUBLICO
1197,0,PUBLICO
1216,0,PUBLICO
1217,0,PUBLICO
1222,0,PUBLICO
1229,0,PUBLICO
1255,0,PUBLICO
1285,0,PUBLICO
1306,0,PUBLICO
1311,0,PUBLICO
1314,0,PUBLICO
1316,0,PUBLICO
1322,0,PUBLICO
1323,0,PUBLICO
1332,0,PUBLICO
1333,0,PUBLICO
1336,0,PUBLICO
1371,0,PUBLICO
1379,0,PUBLICO
1410,0,PUBLICO
1435,0,PUBLICO
1436,0,PUBLICO
1595,0,PUBLICO
1622,0,PUBLICO
1674,0,PUBLICO
1857,0,PUBLICO
1883,0,PUBLICO
2145,0,PUBLICO
2148,0,PUBLICO
2160,0,PUBLICO
2203,0,PUBLICO
2207,0,PUBLICO
2248,0,PUBLICO
2427,0,PUBLICO
2449,0,PUBLICO
2505,0,PUBLICO
2507,0,PUBLICO
2528,0,PUBLICO
2545,0,PUBLICO
2561,0,PUBLICO
2565,0,PUBLICO
2590,0,PUBLICO
2609,0,PUBLICO
2634,0,PUBLICO
2637,0,PUBLICO
2638,0,PUBLICO
2639,0,PUBLICO
2652,0,PUBLICO
2697,0,PUBLICO
2719,0,PUBLICO
2776,0,PUBLICO
2896,0,PUBLICO
2989,0,PUBLICO
2993,0,PUBLICO
3188,0,PUBLICO
3207,0,PUBLICO
3209,0,PUBLICO
3284,0,PUBLICO
3355,0,PUBLICO
3361,0,PUBLICO
3370,0,PUBLICO
3371,0,PUBLICO
3403,0,PUBLICO
3506,0,PUBLICO
3517,0,PUBLICO
3702,0,PUBLICO
3733,0,PUBLICO
3759,0,PUBLICO
3787,0,PUBLICO
3789,0,PUBLICO
3984,0,PUBLICO
4136,0,PUBLICO
4337,0,PUBLICO
4634,0,PUBLICO
4746,0,PUBLICO
4814,0,PUBLICO
5163,0,PUBLICO
5165,0,PUBLICO
5186,0,PUBLICO
5233,0,PUBLICO
5400,0,PUBLICO
5410,0,PUBLICO
5448,0,PUBLICO
5534,0,PUBLICO
5661,0,PUBLICO
5809,0,PUBLICO
5821,0,PUBLICO
5883,0,PUBLICO
5895,0,PUBLICO
5902,0,PUBLICO
5918,0,PUBLICO
5920,0,PUBLICO
5927,0,PUBLICO
5937,0,PUBLICO
5958,0,PUBLICO
5972,0,PUBLICO
6001,0,PUBLICO
6006,0,PUBLICO
6010,0,PUBLICO
6014,0,PUBLICO
6016,0,PUBLICO
6024,0,PUBLICO
6026,0,PUBLICO
6028,0,PUBLICO
6053,0,PUBLICO
6059,0,PUBLICO
6061,0,PUBLICO
6062,0,PUBLICO
6066,0,PUBLICO
6069,0,PUBLICO
6073,0,PUBLICO
6076,0,PUBLICO
6077,0,PUBLICO
6084,0,PUBLICO
6087,0,PUBLICO
6089,0,PUBLICO
6092,0,PUBLICO
6104,0,PUBLICO
6116,0,PUBLICO
6689,0,PUBLICO
6911,0,PUBLICO
7285,0,PUBLICO
7316,0,PUBLICO
7362,0,PUBLICO
7383,0,PUBLICO
7570,0,PUBLICO
7578,0,PUBLICO
7581,0,PUBLICO
7585,0,PUBLICO
7590,0,PUBLICO
7593,0,PUBLICO
7599,0,PUBLICO
7612,0,PUBLICO
7617,0,PUBLICO
7622,0,PUBLICO
7630,0,PUBLICO
7632,0,PUBLICO
7642,0,PUBLICO
7648,0,PUBLICO
7652,0,PUBLICO
7654,0,PUBLICO
7661,0,PUBLICO
7666,0,PUBLICO
7667,0,PUBLICO
7674,0,PUBLICO
7680,0,PUBLICO
7683,0,PUBLICO
7684,0,PUBLICO
7688,0,PUBLICO
7704,0,PUBLICO
7719,0,PUBLICO
7729,0,PUBLICO
7732,0,PUBLICO
7733,0,PUBLICO
7745,0,PUBLICO
7758,0,PUBLICO
7770,0,PUBLICO
7772,0,PUBLICO
7774,0,PUBLICO
7780,0,PUBLICO
7790,0,PUBLICO
7799,0,PUBLICO
7813,0,PUBLICO
7816,0,PUBLICO
7821,0,PUBLICO
7823,0,PUBLICO
7825,0,PUBLICO
7849,0,PUBLICO
7855,0,PUBLICO
8217,0,PUBLICO
8506,0,PUBLICO
8548,0,PUBLICO
8664,0,PUBLICO
8825,0,PUBLICO
9028,0,CREDITO CONTRA REEMBOLSO
9191,0,PUBLICO
9558,0,PUBLICO
9605,0,PUBLICO
9727,0,PUBLICO
9742,0,PUBLICO
9826,0,PUBLICO
9833,0,PUBLICO
9845,0,PUBLICO
9848,0,PUBLICO
9858,0,PUBLICO
9859,0,PUBLICO
10364,0,PUBLICO
